शाल्वकिनी_नदी	_also_see	भैरोजी
क़ाफ़ियाबन्दी	_antonym	अभ्यासहीन
अभ्युक्षण	_also_see	डपटाई
जन-संहार	_meronym	वेशभूषा
दारु_हलदी	_meronym	रक्तवर्ण
अनुमतिदाता	_antonym	धौल-धप्पड़
गरदनिया	_meronym	इभकरण
लज़्ज़त	_also_see	मन_लगाना
अभिपतन	_also_see	उनतालीस
पहचान	_meronym	बन्द_कराना
केंद्रीय_दूरसंचार_मंत्री	_compound	पद_व्याख्या
खतम_करना	_also_see	अभिनंदी
अटोक	_also_see	बोलीविया_गणतंत्र
अर्जेन्टिना-वासी	_meronym	सैंतिस
सरहज	_meronym	तुंगीश
शतपर्विका	_meronym	मन्दाकिनी
शैनेय	_antonym	अनुवाद
हटवा_देना	_antonym	ज्वाइंट_वेंचर
बँडी	_antonym	अनुकम्पक
कार्बी_आंगलांग_ज़िला	_meronym	दिव्यसरिता
पदच्युत	_also_see	जोजन
जरीया	_derived_from	समयसाध्य
भूपृष्ठ	_meronym	गुब्बारा_यान
तम्बाकू	_also_see	मंजुकेशी
चंपई	_derived_from	औषध_विक्रेता
हाइबर्निया	_antonym	आरामतलबी
फलवान	_meronym	ब्रह्म
भुरुंड_ऋषि	_also_see	मन्दाकिनी
बादामा	_meronym	भोजन
हिजली	_also_see	इज्जत
वाइस-प्रेसिडेंट	_antonym	खूनी_पेचिश
मोहनी_विद्या	_meronym	चोरबाज़ार
बाज़ूबन्द	_meronym	वेशभूषा
हंसिन	_antonym	तक्षशिला
सुबर्नपुर	_antonym	वासुपूज्य
इच्छु	_also_see	बदला_लेना
राज_परिवार	_also_see	हेल
ड्योढ़ीवान	_also_see	रग्बी
भाग_खड़ा_होना	_meronym	न्यूजीलैण्ड_देश
अध्यात्म-रामायण	_also_see	ग्रोस
शाहुतेला	_meronym	कंठहार
तिलवासिनी	_meronym	ऊपरी_सिआंग_ज़िला
पीलक	_meronym	अकाउन्ट
क्षमादश	_also_see	जुगत_लगाकर
दैनिक	_also_see	पश्चिम_खासी_हिल्स_जिला
ज्योत्सना	_meronym	लडाई-भिड़ाई
महिषासुरमर्दिनी	_also_see	सुरागार
अलकनंदा_नदी	_meronym	धेला
योधा	_meronym	बेलिजी_डालर
कोरम	_similar	चुनाना
उच्चतम_सप्तक	_also_see	कान्ट्रैक्ट
अस्त्र-शिक्षा	_antonym	100वां_वर्ष
अनातय	_also_see	बेक़रारी
गाबाई	_meronym	अद्धरज
बिच्छू-डंक	_also_see	पित्ताण्ड
शंकुमुख	_meronym	माडर्न_फान्ट
अयाचक	_also_see	लाजवती
अर्थविधि	_antonym	शुकवृक्ष
हिरण	_meronym	खिलनमर्ग
भाभी	_also_see	नीचे
किसी_भी_स्थिति_में	_also_see	चूँ_चाँ
मुद्रांक	_also_see	एड़-गज
सूथन	_meronym	टेलिफ़ोन
रोहिनी	_meronym	झल्लरी
तराश	_derived_from	जग्गर
ट्राइब्यूनल	_meronym	प्रभुसत्ता
65	_also_see	वारीन्द्र
जीवन्ती-लता	_meronym	द्युतमत्
त्रिपुरी_भाषा	_antonym	अर्द्धोन्मत्त
कूर्मिका	_also_see	बौद्ध_मठ
नारझिनक	_also_see	आयोजन_करना
बाँग्लादेशी_	_antonym	जानपदिक
अधकपारी	_meronym	आयोधन
मार्दल	_also_see	अगर_मगर
खिंच_जाना	_meronym	लडाई-भिड़ाई
परश	_also_see	मुज़ाम्बिक़_गणराज्य
ब्रह्मभूत	_antonym	कसक
कुछ_मोटा-सा	_also_see	कस्तूरी_हिरण
खेल_कूद	_meronym	भँगरा
अन्नज	_meronym	ब्रह्मरेख
अनुवाद	_antonym	शैनेय
नलकूबर	_antonym	कोची_शहर
सत्तु	_also_see	बक्सर_शहर
युवपलित	_causative	कर्णपूर्व_ग्रन्थि
झाल	_also_see	आँटी
तिपाई	_meronym	आपसदारी
खलियान	_also_see	किलेबंदी
