16206,इंद्रव्रत,_onto_nodes,खाद्य_वस्तु
26970,ईर्ष्यापूर्वक,_onto_nodes,जिम्मेदारी
4339,दिवसीय,_also_see,दिन
15,दशावतार,_meronym,परशुराम
248,सीधा,_onto_nodes,भुक्तभोगी
1775,आखेट_करना,_onto_nodes,स्वपक्षीय
543,शोणितार्श,_onto_nodes,उपस्थित
790,हवाई,_hypernym,शहर
3938,आवर्तित,_modifies_noun,वस्तु
372,अंतर्जातीय,_onto_nodes,समझौता
5094,येन,_hypernym,मुद्रा
25565,खर्राटा_लेना,_entailment,सोना
8366,बुलिन,_onto_nodes,मूर्ख
3658,अनुद्धृत,_onto_nodes,भुक्तभोगी
7853,तोशक,_onto_nodes,मूर्ख
30867,वर्षा,_hypernym,क्रिया
96,कृमि,_hypernym,कीड़ा
9419,अमिट,_modifies_noun,वस्तु
1140,निर्भरता,_hypernym,अवस्था
244,बजाय,_verb,होना
1798,हेमचन्द्र,_onto_nodes,हारमोनियम
436,तर्कशास्त्र,_onto_nodes,दयालुता
44,बनाना,_onto_nodes,अनुसार
12019,हविर्भू,_hypernym,पौराणिक_महिला
509,मरोड़फली,_onto_nodes,आगत
41,जल्दी,_verb,काम_करना
14472,अनामिका,_hypernym,पुस्तक
1769,शीतकरण,_hypernym,काम
3954,छिड़काव,_onto_nodes,अनायास
2953,विदूषक,_hypernym,व्यक्ति
854,गपशप_करना,_onto_nodes,साहित्यिक_कृति
495,हाथ_होना,_hypernym,होना
421,मध्यांतर,_onto_nodes,कचनार
3429,गुच्ची,_onto_nodes,पितृहीन
89,बचपन,_onto_nodes,अनुत्तीर्ण
185,हिब्रू,_onto_nodes,सामंजस्य
442,सूर्यास्त,_onto_nodes,कचनार
28591,धर्मशिक्षिका,_onto_nodes,खाद्य_वस्तु
1663,आगिवर्त,_onto_nodes,अप्रचलित
4427,छोला,_onto_nodes,प्रवीण
7620,कंप्यूटर_वाइरस,_onto_nodes,मूर्ख
30442,कंपोस्त,_onto_nodes,अप्रचलित
177,डेनमार्की,_onto_nodes,सामंजस्य
7795,तआला,_onto_nodes,विरोध
1799,कुशनाभ,_onto_nodes,हारमोनियम
26051,हार्डवेयर,_onto_nodes,मूर्ख
112,सीजियम,_hypernym,रासायनिक_तत्व
318,बसिऔरा,_hypernym,दिन
112,जागृत,_onto_nodes,विरोध
5431,नवकार्षिगूगल,_hypernym,औषध
7149,फुटकर_मूल्य,_hypernym,मूल्य
3095,फटा,_onto_nodes,समझौता
4872,मदिरलोचना,_onto_nodes,खाद्य_वस्तु
33,बुझना,_onto_nodes,भिन्नरूपी
300,सूखाग्रस्त,_also_see,पीड़ित
22363,कात्यायन,_hypernym,ज्ञानी
17083,कटपीस,_hypernym,कपड़ा
624,चिनत्ती,_hypernym,रोटी
401,कन्यादान,_onto_nodes,ससहाय
158,अकपट,_hypernym,अनुपलब्धता
3584,प्रयोजनवती-लक्षणा,_hypernym,लक्षणा
3178,अधरपान,_hypernym,चुंबन
317,मीठा,_modifies_noun,पदार्थ
10168,सात्विक,_modifies_noun,व्यक्ति
1384,टरनिप,_onto_nodes,अप्रचलित
2383,आरोपी,_onto_nodes,भुक्तभोगी
1339,मखाना,_onto_nodes,अप्रचलित
1538,अद्यतनीकरण,_hypernym,काम
9380,ध्यानहीन,_antonym,ध्यानी
1196,दीपक_राग,_onto_nodes,प्रयत्नपूर्वक
535,दो-चार_होना,_hypernym,होना
408,मुश्कदाना,_hypernym,बीज
13,छहगुना,_onto_nodes,लौह_भंडार
491,अर्थ_होना,_hypernym,होना
2803,जड़,_modifies_noun,वस्तु
8067,सप्ताहांत,_hypernym,समाप्ति
1046,धूनी,_hypernym,धुआँ
2133,विलाप_करना,_onto_nodes,गतावधिक
617,ऋद्धि,_hypernym,पौराणिक_महिला
27310,कुपात्रता,_antonym,सुपात्रता
3923,राजस्थानी,_onto_nodes,समझौता
2801,मोटल,_onto_nodes,पितृहीन
1414,पयोद,_hypernym,पौराणिक_पुरुष
7328,अवाक्संदेश,_onto_nodes,मूर्ख
12977,बभ्रु,_hypernym,ऋषि
9315,इच्छापूर्ति,_hypernym,पूर्ति
7716,केंद्र,_hypernym,स्थान
1865,लवंगलता,_onto_nodes,हारमोनियम
1666,करीमनगर_जिला,_hypernym,जिला
487,हाथ_मिलाना,_hypernym,काम_करना
4176,सबरीमाला,_hypernym,तीर्थ_स्थान
115,कचरी,_hypernym,लता
28,टूटना,_onto_nodes,विरक्ति
117,रोग_निवृत्ति,_hypernym,प्रक्रिया
2852,इंद्रक,_modifies_noun,वस्तु
2962,थनटुट्टू,_onto_nodes,विरोध
5362,अभिवादक,_also_see,अभिवादन
1653,बौढ़,_hypernym,शहर
91,आगर,_hypernym,गड्ढा
1922,इस्तंबुल,_hypernym,शहर
18779,प्रसाद,_hypernym,वस्तु
2109,पत्थरबाजी,_hypernym,काम
1274,इलाहीरात,_hypernym,रात
262,साठ,_hypernym,संख्या
785,गाजरघास,_hypernym,बीज
13313,हथियारबंद,_onto_nodes,भुक्तभोगी
820,भिड़ना,_onto_nodes,पियानो
19941,पढ़ाना,_hypernym,दुखाना
235,कलरव_करना,_onto_nodes,गतावधिक
3946,विवेकाधीन,_modifies_noun,काम
8849,रसराज,_onto_nodes,सभ्य
264,काँखना,_hypernym,दबाना
1586,उपलब्ध_कराना,_onto_nodes,अनुसार
5523,स्वरनाभि,_hypernym,सुषिर_वाद्य
2021,समुद्र_तटीय,_modifies_noun,भू-भाग
3520,गंदा,_onto_nodes,भुक्तभोगी
8839,यूपीए,_hypernym,संगठन
2829,निजामाबाद_जिला,_onto_nodes,पितृहीन
1058,मोटा,_onto_nodes,भुक्तभोगी
2766,पोलिश,_onto_nodes,खाद्य_वस्तु
30790,बुद्धि,_hypernym,वस्तु
1684,ओस,_onto_nodes,अप्रचलित
1500,पराजित,_hypernym,व्यक्ति
21920,धन_लोलुप,_onto_nodes,भुक्तभोगी
5739,यात्रावाल,_onto_nodes,खाद्य_वस्तु
18444,घुड़सवार,_hypernym,आरोही
10502,बुंदा,_hypernym,कर्णाभूषण
15344,कुमारी,_onto_nodes,भुक्तभोगी
328,टीस,_onto_nodes,उत्तीर्ण
9972,योधन,_hypernym,सामान
9643,झलकना,_onto_nodes,स्वपक्षीय
3668,निषाद,_onto_nodes,खाद्य_वस्तु
2515,अन्याधीन,_modifies_noun,व्यक्ति
274,चिउली,_hypernym,पेड़
928,परखवाना,_causative,परखना
1822,इटली,_hypernym,यूरोपीय_देश
527,लिथुआनियाई,_onto_nodes,सामंजस्य
20474,उपभोक्ता,_modifies_noun,जीव
21201,धौलाधर,_onto_nodes,अप्रचलित
273,पानी,_hypernym,तरल_पदार्थ
461,टँगना,_hypernym,होना
2192,रॉकेट_संचालन_केंद्र,_hypernym,सैन्य_संचालन_केंद्र
1807,नएकॉट,_hypernym,राजधानी
3306,छतनार,_modifies_noun,वनस्पति
20527,सम्मानित,_also_see,सम्मान
27763,अनुपलब्ध,_onto_nodes,भुक्तभोगी
16037,सँवारना,_onto_nodes,अनुसार
2173,अनगढ़,_also_see,वस्तु
4373,वर्णात्मक,_modifies_noun,शब्द
2776,ठग,_hypernym,चोर
257,घानाई,_hypernym,निवासी
6903,तरल_पदार्थ,_hypernym,पदार्थ
26241,फ़रार_होना,_onto_nodes,स्वपक्षीय
15052,फँफाना,_entailment,उबलना
1639,नियमोल्लंघन,_onto_nodes,अंधानुकरण
4764,अदावती,_modifies_noun,व्यक्ति
312,कोटा,_onto_nodes,ईश्वर
833,सेंदूरी,_onto_nodes,प्रवीण
505,ललितापंचमी,_onto_nodes,कचनार
1407,गुड़ीला,_modifies_noun,खाद्य_वस्तु
2735,माहित्थ,_hypernym,ऋषि
2103,अनभिज्ञता,_onto_nodes,असामंजस्यता
3502,संबंधित,_modifies_noun,वस्तु
319,गुलअशर्फी,_meronym,गुलअशर्फी
20988,नमस्कार,_onto_nodes,अनायास
3102,पन्ना,_onto_nodes,पितृहीन
763,पूर्वी_चंपारण_जिला,_hypernym,जिला
17065,मफ़लर,_meronym,ऊन
1885,आनुमानिक,_onto_nodes,समझौता
4143,रेजा,_hypernym,मजदूर
1163,भारत_संचार_निगम_लिमिटेड,_onto_nodes,स्पष्टीकरण
4830,अत्यल्प,_onto_nodes,भुक्तभोगी
1,मरदाना,_also_see,आदमी
591,खालसा_पंथ,_hypernym,सम्प्रदाय
416,टेरडैक्टल,_onto_nodes,हेकड़ी
8977,अनल,_hypernym,मंत्री
2891,जिंदादिल,_onto_nodes,भुक्तभोगी
995,छहगुना,_modifies_noun,काम
387,वचन_देना,_onto_nodes,गतावधिक
13687,डाउन,_onto_nodes,समझौता
1262,नागालैंडी,_modifies_noun,अवस्था
1529,गुदगुदी_करना,_hypernym,सहलाना
2132,समयलेखी,_hypernym,औजार
1523,अठारह,_modifies_noun,तत्त्व
3856,तकारांत,_onto_nodes,भुक्तभोगी
830,इमरती,_onto_nodes,प्रवीण
988,सोहन_हलुआ,_onto_nodes,प्रवीण
150,सुदक्षिणा,_hypernym,पौराणिक_महिला
188,झपटाना,_onto_nodes,मुख्य_द्वार
1783,वृकदेव,_onto_nodes,हारमोनियम
690,बिकना,_hypernym,होना
2075,पोस्टकार्ड,_hypernym,मानव_कृति
11966,कुमाल,_hypernym,पेड़
1788,क्षेमा,_onto_nodes,हारमोनियम
887,ऐंद्रिय,_onto_nodes,समझौता
1238,अफ्रीकी,_modifies_noun,अवस्था
620,आत्मनिवेदन,_onto_nodes,अन्य
3580,खुलवाना,_onto_nodes,अनुसार
201,महाप्रभा,_hypernym,नदी
4166,गुलजार,_modifies_noun,वस्तु
584,गेंद_बाहर_फेंकना,_onto_nodes,स्वपक्षीय
16691,दृष्टि-क्षति,_onto_nodes,अनायास
1228,गुड्डा,_hypernym,पतंग
698,रामदाना,_hypernym,बीज
25422,काँसा,_onto_nodes,मूर्ख
3793,आत्मत्यागी,_modifies_noun,जंतु
23262,हाईलैंडवासी,_onto_nodes,खाद्य_वस्तु
310,दोदिन,_hypernym,पेड़
5930,दारुण,_onto_nodes,भुक्तभोगी
1273,पारसी_धर्म,_hypernym,धर्म
132,सुबाहु,_onto_nodes,हारमोनियम
199,स्वाहिली,_onto_nodes,सामंजस्य
1231,कुल,_modifies_noun,अवस्था
434,परसीया,_onto_nodes,अयोग्य
674,मणिगुण,_hypernym,वर्णवृत्त
13115,अनुस्मारक,_onto_nodes,फूहड़
839,उपमेय,_onto_nodes,फूहड़
26434,अशिक्षित,_onto_nodes,भुक्तभोगी
693,बरसी,_onto_nodes,कंपोस्त
6695,वीणाप्रसेव,_hypernym,खोल
2209,शैतान,_attributes,दुरात्मा
15122,उपजाऊ_भूमि,_onto_nodes,पितृहीन
3846,ऊर्ध्वगामी,_modifies_noun,क्रिया
1951,आरक्षिक,_onto_nodes,समझौता
325,कदापि,_verb,होना
4791,लक्ष्मी_बाई,_hypernym,रानी
12324,जमधर,_hypernym,अस्त्र-शस्त्र
6026,स्तरीय,_onto_nodes,समझौता
1533,कोसना,_onto_nodes,अंधानुकरण
26160,लुढ़कना,_onto_nodes,पियानो
4825,ट्यूब,_onto_nodes,मूर्ख
8327,पाश,_hypernym,मुहूर्त
572,मराल,_hypernym,बतख
30942,अवस्था,_hypernym,धारणा
18927,हँसी,_hypernym,ध्वनि
1443,बर्रा,_onto_nodes,अप्रचलित
10914,यशोधरा,_hypernym,महिला
3016,मुँह_में_पानी_आना,_onto_nodes,अशोधित
23903,रहस्यगोपन,_onto_nodes,अनायास
242,नारद,_onto_nodes,हारमोनियम
3344,उड़ना,_onto_nodes,भुक्तभोगी
6332,उड़ेदंड,_hypernym,डंड
356,धनुषटंकार,_hypernym,रोग
1864,धड़कना,_hypernym,धड़कना
2013,मुर,_onto_nodes,हारमोनियम
5474,निर्गुडीकल्प,_hypernym,औषध
176,नटसाल,_onto_nodes,क्रिया
24006,मंगलाचरण,_onto_nodes,मूर्ख
12262,उच्च_कुल,_onto_nodes,स्पष्टीकरण
11431,खारुआ,_attributes,सूती
5197,आत्मबोध_उपनिषद्,_onto_nodes,मूर्ख
3382,प्रेरक,_onto_nodes,खाद्य_वस्तु
11800,कूनी,_onto_nodes,मूर्ख
2046,कुरूपता,_onto_nodes,अनुत्तीर्ण
4687,उनतीसवाँ,_onto_nodes,स्वीकृति
2560,तलवारबाज़,_hypernym,व्यक्ति
4385,आयुष्कर,_modifies_noun,वस्तु
1,आमाहल्दी,_hypernym,हल्दी
2188,अधौड़ी,_hypernym,वस्तु-भाग
1917,भूरिबल,_onto_nodes,हारमोनियम
375,सत्यजित्,_hypernym,दानव
12295,साम,_hypernym,निवासी
14222,रामकिरि,_onto_nodes,मूर्ख
7474,मगरमच्छी_आँसू,_onto_nodes,स्वपक्षीय
26012,रेहन,_onto_nodes,मूर्ख
24960,उत्तरदाता,_onto_nodes,समझौता
644,तुनकी,_hypernym,रोटी
4,ममेरा,_modifies_noun,भाई
15815,ष,_onto_nodes,मूर्ख
9237,महँगाई_दर,_hypernym,दर
4491,खड़ंजा,_hypernym,जोड़ाई
2602,नरम,_also_see,वस्तु
3238,सत्याग्रह,_hypernym,अनुरोध
1208,अजपा,_onto_nodes,भुक्तभोगी
27047,अँगरखा,_onto_nodes,मूर्ख
12302,अविद्या,_hypernym,मानसिक_अवस्था
2066,माल,_onto_nodes,प्रवीण
407,पाना,_hypernym,होना
33,चलना,_onto_nodes,विरक्ति
1435,यस्क,_hypernym,ऋषि
10589,बंगली,_hypernym,हस्ताभूषण
784,उज़बेकिस्तानी,_modifies_noun,तत्त्व
5289,लिलार,_hypernym,वस्तु-भाग
1796,दृढ़नेमि,_onto_nodes,हारमोनियम
10966,भारतीय_चिकित्सा_अनुसंधान_परिषद,_hypernym,परिषद्
652,अंधता,_hypernym,अवस्था
23167,दुष्टा,_onto_nodes,खाद्य_वस्तु
18015,सहयात्री,_hypernym,यात्री
19240,दिगंबर_साधु,_onto_nodes,खाद्य_वस्तु
437,पेड़,_meronym,जड़
10634,झंडा,_onto_nodes,मूर्ख
5189,जलदुर्ग,_hypernym,किला
5479,अधिकरणशुल्क,_onto_nodes,मूर्ख
767,लिंग,_hypernym,बोध
2414,निर्गमन,_onto_nodes,अनायास
4662,बिछुआ,_hypernym,पदाभूषण
1248,फक्कड़,_modifies_noun,व्यक्ति
2,देखना,_onto_nodes,अनुसार
2568,गोदान,_onto_nodes,कंपोस्त
1871,बंदरिया,_onto_nodes,दुश्चरित्रता
8859,खुजलाना,_onto_nodes,अनुसार
267,शंखपुष्पी,_meronym,शंखपुष्पी
2225,लापता,_modifies_noun,वस्तु
187,औंटवाना,_onto_nodes,मुख्य_द्वार
4957,मोहरा,_meronym,सैनिक
2392,नृत्यप्रिय,_onto_nodes,हारमोनियम
2682,वैश्य-कर्म,_onto_nodes,अनायास
148,दबूसा,_hypernym,वस्तु-भाग
2226,निजीकरण,_onto_nodes,अनायास
102,कैवर्तिका,_hypernym,लता
1307,प्रगत,_modifies_noun,तत्त्व
1000,धनधान्य,_onto_nodes,स्पष्टीकरण
14919,महरि,_onto_nodes,दिव्य_शक्ति
2479,ग्रूव्ज़,_hypernym,सेनापति
2755,उत्तरजीवी,_modifies_noun,वस्तु
239,श्यामकर्ण,_hypernym,घोड़ा
21264,खाद्य_मंत्री,_hypernym,मंत्री
125,जंगली_बादाम,_hypernym,पेड़
199,तगर,_onto_nodes,मनमानी
1448,कदंब,_onto_nodes,अप्रचलित
1440,अखिल_भारतीय_फुटबॉल_संघ,_onto_nodes,स्पष्टीकरण
552,विवस्वान,_onto_nodes,हारमोनियम
133,परिष्करण,_onto_nodes,छोटा_भाई
1855,जनजातीय,_modifies_noun,क्रिया
9702,छेनी,_onto_nodes,मूर्ख
1466,अठारहवाँ,_modifies_noun,क्रिया
1826,रामनाथपुरम,_hypernym,शहर
31073,फल,_hypernym,संख्या
653,पसली,_hypernym,हड्डी
1608,बोत्सवानाई,_modifies_noun,अवस्था
5714,अर्ध_विराम,_hypernym,विराम_चिह्न
1463,मंगोल,_modifies_noun,तत्त्व
12727,चंदन,_onto_nodes,मूर्ख
6965,बारानी,_onto_nodes,भुक्तभोगी
52,सिंधु,_hypernym,नदी
449,पदौक,_onto_nodes,अयोग्य
2335,अनैतिहासिक,_onto_nodes,भुक्तभोगी
29319,हिरण,_onto_nodes,मूर्ख
9834,अपमानजनक,_onto_nodes,समझौता
280,छठवीं,_hypernym,क्रमसूचक_संख्या
253,अंतलघु,_hypernym,शब्द
8255,खिलाड़ी,_onto_nodes,खाद्य_वस्तु
2147,पर्वतराज,_onto_nodes,अप्रचलित
157,मोहलत,_hypernym,समय
309,मिलना,_onto_nodes,विरक्ति
3521,तंत्रशुद्ध,_modifies_noun,क्रिया
6006,वैगा_नदी,_onto_nodes,पितृहीन
1196,सुदेष्ण,_hypernym,पौराणिक_पुरुष
3480,व्रज,_onto_nodes,पितृहीन
1382,संतति,_hypernym,पौराणिक_महिला
27440,बम,_meronym,काठ
698,चंबा_जिला,_onto_nodes,अप्रविष्ट
28782,त्रिस्तवा,_onto_nodes,मूर्ख
23,त्रिशक्ति,_meronym,त्रिपुरा
15001,सरपंच,_onto_nodes,खाद्य_वस्तु
544,बलराम,_hypernym,पौराणिक_पुरुष
14099,दुबारा,_onto_nodes,जिम्मेदारी
3092,अभिहरणीय,_modifies_noun,वस्तु
931,रोक-टोक,_onto_nodes,अंधानुकरण
51,गेहूँ,_meronym,गेहूँ
670,बड़ापन,_hypernym,अवस्था
868,मल्लिक,_hypernym,हंस
11430,तैल_रंग,_hypernym,रंग
3935,पाट,_onto_nodes,मूर्ख
113,अध्याहृत,_modifies_noun,विषय
446,अवमंथ,_onto_nodes,उपस्थित
18220,मनाही,_onto_nodes,अनायास
3035,आस्त्र,_modifies_noun,क्रिया
7795,चौलड़ी,_onto_nodes,मूर्ख
24319,ऊँचाई,_hypernym,विस्तार
3,जाठ,_hypernym,लट्ठा
13222,जँचवाना,_onto_nodes,मुख्य_द्वार
6893,लेसोथी,_hypernym,निवासी
12850,पुष्पगुच्छ,_onto_nodes,मूर्ख
23257,साईस,_onto_nodes,खाद्य_वस्तु
189,तुर्की,_onto_nodes,समझौता
9366,रजोनिवृत्ति,_hypernym,क्रिया
2527,अप्रमाण,_onto_nodes,भुक्तभोगी
13323,कंकड़ीला,_also_see,कंकड़
1466,लक्समबर्ग,_hypernym,राजधानी
14342,अपवश,_also_see,क़ब्ज़ा
1771,साधारणी,_onto_nodes,हारमोनियम
238,अल्जीरियाई,_hypernym,निवासी
1015,तूमना,_hypernym,काम_करना
1384,एंडोरा,_hypernym,यूरोपीय_देश
5823,छवाई,_onto_nodes,मूर्ख
21531,थोक,_modifies_noun,वस्तु
1581,नीचा,_modifies_noun,वस्तु
388,लौहासव,_hypernym,औषध
16586,ब्लड_बैंक,_onto_nodes,मूर्ख
3244,सोखरी,_onto_nodes,क्रिया
2722,सेंचक,_hypernym,पात्र
27541,आलिंगन,_onto_nodes,अंधानुकरण
306,पहुँचाना,_hypernym,काम_करना
312,बंद_कराना,_hypernym,काम_करना
5534,घोष,_onto_nodes,प्रयत्नपूर्वक
81,प्रमाथ,_hypernym,पौराणिक_पुरुष
14341,अन्नद्वेष,_onto_nodes,उपस्थित
501,बंगाली,_onto_nodes,ईश्वर
1025,भरद्वाज,_hypernym,पौराणिक_पुरुष
154,सिर्फ़,_verb,होना
4870,अपना,_onto_nodes,खाद्य_वस्तु
10820,भीतरी_सतह,_hypernym,सतह
27378,इच्छापूर्णता,_hypernym,प्राप्ति
470,ब्रह्मांड,_hypernym,प्राकृतिक_वस्तु
6027,केलाइडोस्कोप,_onto_nodes,मूर्ख
1160,घानाई,_also_see,घाना
11016,नक़द,_onto_nodes,मूर्ख
6062,असंभावना,_hypernym,अवस्था
474,ट्यूलिप,_onto_nodes,आगत
1036,नेग,_onto_nodes,कंपोस्त
5334,चारआइना,_hypernym,कवच
17166,बदली,_onto_nodes,अनुत्तीर्ण
4114,प्राकृतिक,_modifies_noun,काम
2301,भ्रमजाल,_hypernym,काम
27325,बोहरा,_onto_nodes,खाद्य_वस्तु
4706,धमार,_onto_nodes,मूर्ख
191,एस्टोनियाई,_onto_nodes,सामंजस्य
1780,पंचमार,_onto_nodes,हारमोनियम
994,अनंतकाय,_onto_nodes,स्पष्टीकरण
4766,ब्रह्मलीन,_modifies_noun,व्यक्ति
2255,रेड_क्रास,_hypernym,प्रतीक
2126,माली,_hypernym,राजधानी
18575,अप्रासंगिक,_modifies_noun,उक्ति
2326,चारण,_hypernym,कवि
216,बुद्धिमती,_hypernym,महिला
1660,मेथौरी,_onto_nodes,प्रवीण
1697,भिंड,_hypernym,शहर
396,सेंदूरी,_onto_nodes,अयोग्य
5223,परसाधारी,_onto_nodes,समझौता
5439,ङ,_onto_nodes,मूर्ख
2167,तिराहा,_hypernym,स्थान
768,घिरना,_hypernym,होना
22826,अप्रकाशित,_onto_nodes,विरोध
76,मल्लिका,_hypernym,आम
18625,सर्वशक्तिमान,_onto_nodes,अनुभवी
3541,खर्चीला,_onto_nodes,भुक्तभोगी
50,दौड़ना,_onto_nodes,स्वपक्षीय
1458,भूमध्यसागर,_onto_nodes,अप्रचलित
1752,विश्वामित्र,_onto_nodes,हारमोनियम
5844,अनंतरूप,_modifies_noun,ईश्वर
13757,गाला,_onto_nodes,क्रिया
2904,कुर्नूल,_onto_nodes,पितृहीन
5463,दोस्ती,_onto_nodes,असामंजस्यता
506,हरियाना,_hypernym,बदलना
21983,निकारगुआ,_hypernym,उत्तरअमरीकी_देश
8682,संदूकची,_onto_nodes,मूर्ख
1787,सुदती,_onto_nodes,हारमोनियम
12,धू-धू,_verb,बजाना
273,उनहत्तर,_onto_nodes,स्वीकृति
1597,अन्नसंस्कार,_onto_nodes,अंधानुकरण
2935,सोंठ,_onto_nodes,प्रवीण
4525,हमाली,_hypernym,कार्य
1776,सुनेत्र,_onto_nodes,हारमोनियम
19865,लालबहादुर_शास्त्री,_hypernym,महामंत्री
63,विष्णु,_hypernym,देवता
1146,खरा,_onto_nodes,भुक्तभोगी
