शीतकरण,_hypernym,काम,2
छिड़काव,_onto_nodes,अनायास,3
विदूषक,_hypernym,व्यक्ति,1
गपशप_करना,_onto_nodes,साहित्यिक_कृति,15
हाथ_होना,_hypernym,होना,1
मध्यांतर,_onto_nodes,कचनार,1
गुच्ची,_onto_nodes,पितृहीन,2
बचपन,_onto_nodes,अनुत्तीर्ण,2
हिब्रू,_onto_nodes,सामंजस्य,1
सूर्यास्त,_onto_nodes,कचनार,3
धर्मशिक्षिका,_onto_nodes,खाद्य_वस्तु,112
आगिवर्त,_onto_nodes,अप्रचलित,1
छोला,_onto_nodes,प्रवीण,2
कंप्यूटर_वाइरस,_onto_nodes,मूर्ख,1
कंपोस्त,_onto_nodes,अप्रचलित,4309
डेनमार्की,_onto_nodes,सामंजस्य,2
तआला,_onto_nodes,विरोध,2
कुशनाभ,_onto_nodes,हारमोनियम,1
हार्डवेयर,_onto_nodes,मूर्ख,2
सीजियम,_hypernym,रासायनिक_तत्व,1
बसिऔरा,_hypernym,दिन,3
जागृत,_onto_nodes,विरोध,2
नवकार्षिगूगल,_hypernym,औषध,12
फुटकर_मूल्य,_hypernym,मूल्य,450
फटा,_onto_nodes,समझौता,4
मदिरलोचना,_onto_nodes,खाद्य_वस्तु,1
बुझना,_onto_nodes,भिन्नरूपी,2
सूखाग्रस्त,_also_see,पीड़ित,2768
कात्यायन,_hypernym,ज्ञानी,31241
कटपीस,_hypernym,कपड़ा,118
चिनत्ती,_hypernym,रोटी,20
कन्यादान,_onto_nodes,ससहाय,17
अकपट,_hypernym,अनुपलब्धता,3
प्रयोजनवती-लक्षणा,_hypernym,लक्षणा,455
अधरपान,_hypernym,चुंबन,4706
मीठा,_modifies_noun,पदार्थ,11
सात्विक,_modifies_noun,व्यक्ति,15
टरनिप,_onto_nodes,अप्रचलित,3
आरोपी,_onto_nodes,भुक्तभोगी,4
मखाना,_onto_nodes,अप्रचलित,6
अद्यतनीकरण,_hypernym,काम,2
ध्यानहीन,_antonym,ध्यानी,26674
दीपक_राग,_onto_nodes,प्रयत्नपूर्वक,2
दो-चार_होना,_hypernym,होना,1
मुश्कदाना,_hypernym,बीज,10
छहगुना,_onto_nodes,लौह_भंडार,4
अर्थ_होना,_hypernym,होना,1
जड़,_modifies_noun,वस्तु,2
सप्ताहांत,_hypernym,समाप्ति,2618
धूनी,_hypernym,धुआँ,310
विलाप_करना,_onto_nodes,गतावधिक,10
ऋद्धि,_hypernym,पौराणिक_महिला,6
कुपात्रता,_antonym,सुपात्रता,8344
राजस्थानी,_onto_nodes,समझौता,2
मोटल,_onto_nodes,पितृहीन,2
पयोद,_hypernym,पौराणिक_पुरुष,1
अवाक्संदेश,_onto_nodes,मूर्ख,3
बभ्रु,_hypernym,ऋषि,6
इच्छापूर्ति,_hypernym,पूर्ति,4350
केंद्र,_hypernym,स्थान,3995
लवंगलता,_onto_nodes,हारमोनियम,5
करीमनगर_जिला,_hypernym,जिला,2
हाथ_मिलाना,_hypernym,काम_करना,11
सबरीमाला,_hypernym,तीर्थ_स्थान,21
कचरी,_hypernym,लता,1
टूटना,_onto_nodes,विरक्ति,2
रोग_निवृत्ति,_hypernym,प्रक्रिया,3
इंद्रक,_modifies_noun,वस्तु,3
थनटुट्टू,_onto_nodes,विरोध,4
अभिवादक,_also_see,अभिवादन,1054
बौढ़,_hypernym,शहर,1
आगर,_hypernym,गड्ढा,18
इस्तंबुल,_hypernym,शहर,2
प्रसाद,_hypernym,वस्तु,32
पत्थरबाजी,_hypernym,काम,1
इलाहीरात,_hypernym,रात,26
साठ,_hypernym,संख्या,1
गाजरघास,_hypernym,बीज,22
हथियारबंद,_onto_nodes,भुक्तभोगी,8
भिड़ना,_onto_nodes,पियानो,3
पढ़ाना,_hypernym,दुखाना,244
कलरव_करना,_onto_nodes,गतावधिक,1
विवेकाधीन,_modifies_noun,काम,5
रसराज,_onto_nodes,सभ्य,328
काँखना,_hypernym,दबाना,28
उपलब्ध_कराना,_onto_nodes,अनुसार,1
स्वरनाभि,_hypernym,सुषिर_वाद्य,65
समुद्र_तटीय,_modifies_noun,भू-भाग,809
गंदा,_onto_nodes,भुक्तभोगी,1
यूपीए,_hypernym,संगठन,40
निजामाबाद_जिला,_onto_nodes,पितृहीन,1
मोटा,_onto_nodes,भुक्तभोगी,2
पोलिश,_onto_nodes,खाद्य_वस्तु,4
बुद्धि,_hypernym,वस्तु,4472
ओस,_onto_nodes,अप्रचलित,2
पराजित,_hypernym,व्यक्ति,2
धन_लोलुप,_onto_nodes,भुक्तभोगी,8
यात्रावाल,_onto_nodes,खाद्य_वस्तु,1
घुड़सवार,_hypernym,आरोही,152
बुंदा,_hypernym,कर्णाभूषण,98
कुमारी,_onto_nodes,भुक्तभोगी,40
टीस,_onto_nodes,उत्तीर्ण,6
योधन,_hypernym,सामान,30742
झलकना,_onto_nodes,स्वपक्षीय,2
निषाद,_onto_nodes,खाद्य_वस्तु,14
अन्याधीन,_modifies_noun,व्यक्ति,3
चिउली,_hypernym,पेड़,2
परखवाना,_causative,परखना,783
इटली,_hypernym,यूरोपीय_देश,30
लिथुआनियाई,_onto_nodes,सामंजस्य,3
उपभोक्ता,_modifies_noun,जीव,16
धौलाधर,_onto_nodes,अप्रचलित,4
पानी,_hypernym,तरल_पदार्थ,459
टँगना,_hypernym,होना,2
रॉकेट_संचालन_केंद्र,_hypernym,सैन्य_संचालन_केंद्र,85
नएकॉट,_hypernym,राजधानी,5
छतनार,_modifies_noun,वनस्पति,20
सम्मानित,_also_see,सम्मान,2477
अनुपलब्ध,_onto_nodes,भुक्तभोगी,6
सँवारना,_onto_nodes,अनुसार,21
अनगढ़,_also_see,वस्तु,5
वर्णात्मक,_modifies_noun,शब्द,27
ठग,_hypernym,चोर,826
घानाई,_hypernym,निवासी,1
तरल_पदार्थ,_hypernym,पदार्थ,1
फ़रार_होना,_onto_nodes,स्वपक्षीय,45
फँफाना,_entailment,उबलना,5480
नियमोल्लंघन,_onto_nodes,अंधानुकरण,1
अदावती,_modifies_noun,व्यक्ति,3
कोटा,_onto_nodes,ईश्वर,10
सेंदूरी,_onto_nodes,प्रवीण,5
ललितापंचमी,_onto_nodes,कचनार,1
गुड़ीला,_modifies_noun,खाद्य_वस्तु,7
माहित्थ,_hypernym,ऋषि,4
अनभिज्ञता,_onto_nodes,असामंजस्यता,1
संबंधित,_modifies_noun,वस्तु,2
गुलअशर्फी,_meronym,गुलअशर्फी,191
नमस्कार,_onto_nodes,अनायास,10
पन्ना,_onto_nodes,पितृहीन,4
पूर्वी_चंपारण_जिला,_hypernym,जिला,2
मफ़लर,_meronym,ऊन,371
आनुमानिक,_onto_nodes,समझौता,3
रेजा,_hypernym,मजदूर,104
भारत_संचार_निगम_लिमिटेड,_onto_nodes,स्पष्टीकरण,1
अत्यल्प,_onto_nodes,भुक्तभोगी,1
मरदाना,_also_see,आदमी,1
खालसा_पंथ,_hypernym,सम्प्रदाय,3
टेरडैक्टल,_onto_nodes,हेकड़ी,8
अनल,_hypernym,मंत्री,684
जिंदादिल,_onto_nodes,भुक्तभोगी,1
छहगुना,_modifies_noun,काम,2
वचन_देना,_onto_nodes,गतावधिक,2
डाउन,_onto_nodes,समझौता,16
नागालैंडी,_modifies_noun,अवस्था,4
गुदगुदी_करना,_hypernym,सहलाना,3476
समयलेखी,_hypernym,औजार,2
अठारह,_modifies_noun,तत्त्व,4
तकारांत,_onto_nodes,भुक्तभोगी,1
इमरती,_onto_nodes,प्रवीण,2
सोहन_हलुआ,_onto_nodes,प्रवीण,2
सुदक्षिणा,_hypernym,पौराणिक_महिला,1
झपटाना,_onto_nodes,मुख्य_द्वार,1
वृकदेव,_onto_nodes,हारमोनियम,1
बिकना,_hypernym,होना,1
पोस्टकार्ड,_hypernym,मानव_कृति,2
कुमाल,_hypernym,पेड़,4
क्षेमा,_onto_nodes,हारमोनियम,1
ऐंद्रिय,_onto_nodes,समझौता,1
अफ्रीकी,_modifies_noun,अवस्था,3
आत्मनिवेदन,_onto_nodes,अन्य,2
खुलवाना,_onto_nodes,अनुसार,8
महाप्रभा,_hypernym,नदी,2
गुलजार,_modifies_noun,वस्तु,1
गेंद_बाहर_फेंकना,_onto_nodes,स्वपक्षीय,1
दृष्टि-क्षति,_onto_nodes,अनायास,9
गुड्डा,_hypernym,पतंग,518
रामदाना,_hypernym,बीज,13
काँसा,_onto_nodes,मूर्ख,937
आत्मत्यागी,_modifies_noun,जंतु,4
हाईलैंडवासी,_onto_nodes,खाद्य_वस्तु,7
दोदिन,_hypernym,पेड़,1
दारुण,_onto_nodes,भुक्तभोगी,2
पारसी_धर्म,_hypernym,धर्म,23
सुबाहु,_onto_nodes,हारमोनियम,1
स्वाहिली,_onto_nodes,सामंजस्य,3
कुल,_modifies_noun,अवस्था,5
परसीया,_onto_nodes,अयोग्य,1
मणिगुण,_hypernym,वर्णवृत्त,1
अनुस्मारक,_onto_nodes,फूहड़,9
उपमेय,_onto_nodes,फूहड़,4
अशिक्षित,_onto_nodes,भुक्तभोगी,9
बरसी,_onto_nodes,कंपोस्त,4
वीणाप्रसेव,_hypernym,खोल,1378
शैतान,_attributes,दुरात्मा,10243
उपजाऊ_भूमि,_onto_nodes,पितृहीन,1
ऊर्ध्वगामी,_modifies_noun,क्रिया,3
आरक्षिक,_onto_nodes,समझौता,3
कदापि,_verb,होना,2
लक्ष्मी_बाई,_hypernym,रानी,108
जमधर,_hypernym,अस्त्र-शस्त्र,146
स्तरीय,_onto_nodes,समझौता,2
कोसना,_onto_nodes,अंधानुकरण,10
लुढ़कना,_onto_nodes,पियानो,19267
ट्यूब,_onto_nodes,मूर्ख,1
पाश,_hypernym,मुहूर्त,4679
मराल,_hypernym,बतख,18
अवस्था,_hypernym,धारणा,20555
हँसी,_hypernym,ध्वनि,72
बर्रा,_onto_nodes,अप्रचलित,3
यशोधरा,_hypernym,महिला,232
मुँह_में_पानी_आना,_onto_nodes,अशोधित,28
रहस्यगोपन,_onto_nodes,अनायास,25
नारद,_onto_nodes,हारमोनियम,1
उड़ना,_onto_nodes,भुक्तभोगी,14
उड़ेदंड,_hypernym,डंड,1743
धनुषटंकार,_hypernym,रोग,2
धड़कना,_hypernym,धड़कना,7553
मुर,_onto_nodes,हारमोनियम,1
निर्गुडीकल्प,_hypernym,औषध,7
नटसाल,_onto_nodes,क्रिया,2
मंगलाचरण,_onto_nodes,मूर्ख,3
उच्च_कुल,_onto_nodes,स्पष्टीकरण,1
खारुआ,_attributes,सूती,6
आत्मबोध_उपनिषद्,_onto_nodes,मूर्ख,1
प्रेरक,_onto_nodes,खाद्य_वस्तु,2
कूनी,_onto_nodes,मूर्ख,3
कुरूपता,_onto_nodes,अनुत्तीर्ण,6
उनतीसवाँ,_onto_nodes,स्वीकृति,4
तलवारबाज़,_hypernym,व्यक्ति,1
आयुष्कर,_modifies_noun,वस्तु,2
आमाहल्दी,_hypernym,हल्दी,1
अधौड़ी,_hypernym,वस्तु-भाग,12
भूरिबल,_onto_nodes,हारमोनियम,1
सत्यजित्,_hypernym,दानव,116
साम,_hypernym,निवासी,306
रामकिरि,_onto_nodes,मूर्ख,2
मगरमच्छी_आँसू,_onto_nodes,स्वपक्षीय,2
रेहन,_onto_nodes,मूर्ख,2
उत्तरदाता,_onto_nodes,समझौता,3
तुनकी,_hypernym,रोटी,17
ममेरा,_modifies_noun,भाई,5
ष,_onto_nodes,मूर्ख,1
महँगाई_दर,_hypernym,दर,1322
खड़ंजा,_hypernym,जोड़ाई,364
नरम,_also_see,वस्तु,23166
सत्याग्रह,_hypernym,अनुरोध,2451
अजपा,_onto_nodes,भुक्तभोगी,2
अँगरखा,_onto_nodes,मूर्ख,1
अविद्या,_hypernym,मानसिक_अवस्था,1416
माल,_onto_nodes,प्रवीण,9
पाना,_hypernym,होना,11
चलना,_onto_nodes,विरक्ति,3
यस्क,_hypernym,ऋषि,2
बंगली,_hypernym,हस्ताभूषण,10946
उज़बेकिस्तानी,_modifies_noun,तत्त्व,5
लिलार,_hypernym,वस्तु-भाग,22
दृढ़नेमि,_onto_nodes,हारमोनियम,1
भारतीय_चिकित्सा_अनुसंधान_परिषद,_hypernym,परिषद्,2193
अंधता,_hypernym,अवस्था,2
दुष्टा,_onto_nodes,खाद्य_वस्तु,7
सहयात्री,_hypernym,यात्री,1382
दिगंबर_साधु,_onto_nodes,खाद्य_वस्तु,1
पेड़,_meronym,जड़,10220
झंडा,_onto_nodes,मूर्ख,4
जलदुर्ग,_hypernym,किला,152
अधिकरणशुल्क,_onto_nodes,मूर्ख,1
लिंग,_hypernym,बोध,3
निर्गमन,_onto_nodes,अनायास,1
बिछुआ,_hypernym,पदाभूषण,51
फक्कड़,_modifies_noun,व्यक्ति,1
देखना,_onto_nodes,अनुसार,3
गोदान,_onto_nodes,कंपोस्त,7
बंदरिया,_onto_nodes,दुश्चरित्रता,16
खुजलाना,_onto_nodes,अनुसार,6
शंखपुष्पी,_meronym,शंखपुष्पी,137
लापता,_modifies_noun,वस्तु,3
औंटवाना,_onto_nodes,मुख्य_द्वार,1
मोहरा,_meronym,सैनिक,35
नृत्यप्रिय,_onto_nodes,हारमोनियम,1
वैश्य-कर्म,_onto_nodes,अनायास,1
दबूसा,_hypernym,वस्तु-भाग,1
निजीकरण,_onto_nodes,अनायास,2
कैवर्तिका,_hypernym,लता,1
प्रगत,_modifies_noun,तत्त्व,4
धनधान्य,_onto_nodes,स्पष्टीकरण,2
महरि,_onto_nodes,दिव्य_शक्ति,123
ग्रूव्ज़,_hypernym,सेनापति,437
उत्तरजीवी,_modifies_noun,वस्तु,1
श्यामकर्ण,_hypernym,घोड़ा,1
खाद्य_मंत्री,_hypernym,मंत्री,31107
जंगली_बादाम,_hypernym,पेड़,1
तगर,_onto_nodes,मनमानी,46
कदंब,_onto_nodes,अप्रचलित,4
अखिल_भारतीय_फुटबॉल_संघ,_onto_nodes,स्पष्टीकरण,2
विवस्वान,_onto_nodes,हारमोनियम,1
परिष्करण,_onto_nodes,छोटा_भाई,1
जनजातीय,_modifies_noun,क्रिया,9
छेनी,_onto_nodes,मूर्ख,1
अठारहवाँ,_modifies_noun,क्रिया,4
रामनाथपुरम,_hypernym,शहर,2
फल,_hypernym,संख्या,30680
पसली,_hypernym,हड्डी,4
बोत्सवानाई,_modifies_noun,अवस्था,3
अर्ध_विराम,_hypernym,विराम_चिह्न,363
मंगोल,_modifies_noun,तत्त्व,3
चंदन,_onto_nodes,मूर्ख,11
बारानी,_onto_nodes,भुक्तभोगी,2
सिंधु,_hypernym,नदी,2
पदौक,_onto_nodes,अयोग्य,1
अनैतिहासिक,_onto_nodes,भुक्तभोगी,1
हिरण,_onto_nodes,मूर्ख,94
अपमानजनक,_onto_nodes,समझौता,7
छठवीं,_hypernym,क्रमसूचक_संख्या,3
अंतलघु,_hypernym,शब्द,3
खिलाड़ी,_onto_nodes,खाद्य_वस्तु,1
पर्वतराज,_onto_nodes,अप्रचलित,1
मोहलत,_hypernym,समय,2
मिलना,_onto_nodes,विरक्ति,8
तंत्रशुद्ध,_modifies_noun,क्रिया,3
वैगा_नदी,_onto_nodes,पितृहीन,2
सुदेष्ण,_hypernym,पौराणिक_पुरुष,1
व्रज,_onto_nodes,पितृहीन,1
संतति,_hypernym,पौराणिक_महिला,5
बम,_meronym,काठ,9
चंबा_जिला,_onto_nodes,अप्रविष्ट,2
त्रिस्तवा,_onto_nodes,मूर्ख,44
त्रिशक्ति,_meronym,त्रिपुरा,3109
सरपंच,_onto_nodes,खाद्य_वस्तु,2
बलराम,_hypernym,पौराणिक_पुरुष,2
दुबारा,_onto_nodes,जिम्मेदारी,53
अभिहरणीय,_modifies_noun,वस्तु,11
रोक-टोक,_onto_nodes,अंधानुकरण,1
गेहूँ,_meronym,गेहूँ,15
बड़ापन,_hypernym,अवस्था,2
मल्लिक,_hypernym,हंस,70
तैल_रंग,_hypernym,रंग,12849
पाट,_onto_nodes,मूर्ख,3
अध्याहृत,_modifies_noun,विषय,2
अवमंथ,_onto_nodes,उपस्थित,1
मनाही,_onto_nodes,अनायास,10
आस्त्र,_modifies_noun,क्रिया,4
चौलड़ी,_onto_nodes,मूर्ख,1
ऊँचाई,_hypernym,विस्तार,22800
जाठ,_hypernym,लट्ठा,2
जँचवाना,_onto_nodes,मुख्य_द्वार,202
लेसोथी,_hypernym,निवासी,1
पुष्पगुच्छ,_onto_nodes,मूर्ख,2
साईस,_onto_nodes,खाद्य_वस्तु,7
तुर्की,_onto_nodes,समझौता,2
रजोनिवृत्ति,_hypernym,क्रिया,55
अप्रमाण,_onto_nodes,भुक्तभोगी,3
कंकड़ीला,_also_see,कंकड़,25915
लक्समबर्ग,_hypernym,राजधानी,9823
अपवश,_also_see,क़ब्ज़ा,28968
साधारणी,_onto_nodes,हारमोनियम,1
अल्जीरियाई,_hypernym,निवासी,1
तूमना,_hypernym,काम_करना,1
एंडोरा,_hypernym,यूरोपीय_देश,13
छवाई,_onto_nodes,मूर्ख,3
थोक,_modifies_noun,वस्तु,2
नीचा,_modifies_noun,वस्तु,2
लौहासव,_hypernym,औषध,3
ब्लड_बैंक,_onto_nodes,मूर्ख,6
सोखरी,_onto_nodes,क्रिया,3
सेंचक,_hypernym,पात्र,4
आलिंगन,_onto_nodes,अंधानुकरण,6
पहुँचाना,_hypernym,काम_करना,1
बंद_कराना,_hypernym,काम_करना,1
घोष,_onto_nodes,प्रयत्नपूर्वक,7
प्रमाथ,_hypernym,पौराणिक_पुरुष,1
अन्नद्वेष,_onto_nodes,उपस्थित,131
बंगाली,_onto_nodes,ईश्वर,5
भरद्वाज,_hypernym,पौराणिक_पुरुष,2
सिर्फ़,_verb,होना,2
अपना,_onto_nodes,खाद्य_वस्तु,1
भीतरी_सतह,_hypernym,सतह,2930
इच्छापूर्णता,_hypernym,प्राप्ति,31224
ब्रह्मांड,_hypernym,प्राकृतिक_वस्तु,4
केलाइडोस्कोप,_onto_nodes,मूर्ख,1
घानाई,_also_see,घाना,1011
नक़द,_onto_nodes,मूर्ख,1
असंभावना,_hypernym,अवस्था,3
ट्यूलिप,_onto_nodes,आगत,3
नेग,_onto_nodes,कंपोस्त,10
चारआइना,_hypernym,कवच,118
बदली,_onto_nodes,अनुत्तीर्ण,6
प्राकृतिक,_modifies_noun,काम,9
भ्रमजाल,_hypernym,काम,1
बोहरा,_onto_nodes,खाद्य_वस्तु,7
धमार,_onto_nodes,मूर्ख,4
एस्टोनियाई,_onto_nodes,सामंजस्य,3
पंचमार,_onto_nodes,हारमोनियम,1
अनंतकाय,_onto_nodes,स्पष्टीकरण,1
ब्रह्मलीन,_modifies_noun,व्यक्ति,4
रेड_क्रास,_hypernym,प्रतीक,11913
माली,_hypernym,राजधानी,13060
अप्रासंगिक,_modifies_noun,उक्ति,11
चारण,_hypernym,कवि,10
बुद्धिमती,_hypernym,महिला,1
मेथौरी,_onto_nodes,प्रवीण,2
भिंड,_hypernym,शहर,2
सेंदूरी,_onto_nodes,अयोग्य,3
परसाधारी,_onto_nodes,समझौता,5
ङ,_onto_nodes,मूर्ख,1
तिराहा,_hypernym,स्थान,3
घिरना,_hypernym,होना,7
अप्रकाशित,_onto_nodes,विरोध,2
मल्लिका,_hypernym,आम,1
सर्वशक्तिमान,_onto_nodes,अनुभवी,397
खर्चीला,_onto_nodes,भुक्तभोगी,1
दौड़ना,_onto_nodes,स्वपक्षीय,1
भूमध्यसागर,_onto_nodes,अप्रचलित,1
विश्वामित्र,_onto_nodes,हारमोनियम,1
अनंतरूप,_modifies_noun,ईश्वर,19118
गाला,_onto_nodes,क्रिया,4
कुर्नूल,_onto_nodes,पितृहीन,1
दोस्ती,_onto_nodes,असामंजस्यता,7
हरियाना,_hypernym,बदलना,6
निकारगुआ,_hypernym,उत्तरअमरीकी_देश,9129
संदूकची,_onto_nodes,मूर्ख,4
सुदती,_onto_nodes,हारमोनियम,1
धू-धू,_verb,बजाना,2
उनहत्तर,_onto_nodes,स्वीकृति,2
अन्नसंस्कार,_onto_nodes,अंधानुकरण,2
सोंठ,_onto_nodes,प्रवीण,9
हमाली,_hypernym,कार्य,9
सुनेत्र,_onto_nodes,हारमोनियम,1
लालबहादुर_शास्त्री,_hypernym,महामंत्री,3869
विष्णु,_hypernym,देवता,5
खरा,_onto_nodes,भुक्तभोगी,1
तुर्कमेनिस्तानी,_modifies_noun,क्रिया,4
जूझना,_onto_nodes,अनुसार,2
माँद,_hypernym,गुफा,49
उत्तम,_also_see,महान,1325
वैमानिक,_onto_nodes,खाद्य_वस्तु,2
सुमाली,_hypernym,बंदर,9
सोफासाज,_onto_nodes,खाद्य_वस्तु,1
मेज़बान,_onto_nodes,खाद्य_वस्तु,1
गींजना,_hypernym,मसलना,374
महत्वपूर्ण,_modifies_noun,कार्य,37
कड़ुवा,_modifies_noun,वचन,23813
मजबूरन,_antonym,स्वेच्छापूर्वक,19903
पंद्रहवीं,_hypernym,क्रमसूचक_संख्या,3
बदमिजाज,_onto_nodes,खाद्य_वस्तु,8
